"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 24 127485 14 4 3 3
"3" 32 35 127475 24 3 3 5
"4" 48 45 127467 31 4 5 5
"5" 64 53 127454 36 4 5 8
"6" 80 62 127447 40 2 6 14
"7" 96 72 127437 42 5 6 19
"8" 112 89 127420 51 8 7 23
"9" 128 110 127396 65 8 8 29
"10" 144 145 127361 88 14 10 33
"11" 160 177 127328 109 15 13 40
"12" 176 217 127286 129 22 16 50
"13" 192 281 127220 176 25 19 61
"14" 208 370 127129 231 45 23 71
"15" 224 497 126994 325 46 35 91
"16" 240 649 126844 430 68 39 112
"17" 256 836 126650 550 86 54 146
"18" 272 1077 126407 701 115 70 191
"19" 288 1397 126074 888 161 97 251
"20" 304 1835 125634 1165 201 131 338
"21" 320 2333 125117 1482 242 170 439
"22" 336 3022 124411 1902 341 215 564
"23" 352 3870 123542 2443 407 291 729
"24" 368 4945 122428 3057 554 389 945
"25" 384 6390 120964 3977 665 497 1251
"26" 400 8088 119236 5032 830 640 1586
"27" 416 10207 117040 6292 1053 831 2031
"28" 432 12881 114296 7816 1411 1079 2575
"29" 448 16296 110769 9821 1824 1409 3242
"30" 464 20446 106538 12268 2200 1790 4188
"31" 480 25468 101379 15073 2793 2294 5308
"32" 496 31456 95264 18276 3560 2868 6752
"33" 512 38706 87811 22149 4344 3655 8558
"34" 528 47125 79276 26436 5289 4628 10772
"35" 544 56060 70114 30441 6384 5795 13440
"36" 560 66042 60074 34501 7690 7137 16714
"37" 576 75960 49917 37472 9106 8760 20622
"38" 592 86200 39699 39777 10511 10661 25251
"39" 608 95722 30182 40693 11699 12837 30493
"40" 624 104294 21517 39704 13095 15198 36297
"41" 640 111481 14448 37374 13837 17861 42409
"42" 656 117075 9005 33516 14127 20700 48732
"43" 672 120998 5320 28212 14147 23467 55172
"44" 688 123532 3015 22385 13557 26072 61518
"45" 704 125082 1667 16892 12298 28545 67347
"46" 720 126014 938 12131 10455 30789 72639
"47" 736 126548 557 8209 8694 32636 77009
"48" 752 126867 355 5419 6816 34150 80482
"49" 768 127103 240 3356 5228 35319 83200
"50" 784 127205 183 2013 3794 36130 85268
"51" 800 127277 151 1157 2638 36775 86707
