"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 30 127482 20 3 1 6
"3" 32 38 127471 28 3 1 6
"4" 48 51 127458 38 6 1 6
"5" 64 61 127444 42 8 1 10
"6" 80 89 127420 59 9 4 17
"7" 96 104 127404 62 14 6 22
"8" 112 138 127370 85 12 9 32
"9" 128 184 127322 113 22 11 38
"10" 144 246 127258 156 25 15 50
"11" 160 312 127190 196 34 20 62
"12" 176 373 127125 225 42 28 78
"13" 192 487 127012 289 63 38 97
"14" 208 643 126852 398 70 49 126
"15" 224 815 126665 508 82 64 161
"16" 240 1025 126455 625 112 86 202
"17" 256 1316 126156 809 144 103 260
"18" 272 1730 125742 1064 194 139 333
"19" 288 2163 125300 1325 238 177 423
"20" 304 2751 124688 1691 305 225 530
"21" 320 3532 123890 2160 388 284 700
"22" 336 4544 122842 2789 473 358 924
"23" 352 5756 121600 3567 565 457 1167
"24" 368 7274 120058 4438 794 575 1467
"25" 384 9231 118055 5575 1016 761 1879
"26" 400 11702 115493 7098 1222 960 2422
"27" 416 14753 112385 8896 1561 1246 3050
"28" 432 18560 108519 11105 1961 1621 3873
"29" 448 23241 103721 13746 2566 2030 4899
"30" 464 28744 98080 16738 3228 2631 6147
"31" 480 35401 91234 20360 3944 3323 7774
"32" 496 43103 83376 24266 4881 4185 9771
"33" 512 51844 74441 28438 5998 5262 12146
"34" 528 61603 64619 32720 7163 6558 15162
"35" 544 71765 54232 36393 8577 8153 18642
"36" 560 81860 43997 39143 9859 10008 22850
"37" 576 91853 34015 40712 11319 12117 27705
"38" 592 101038 24834 40808 12525 14495 33210
"39" 608 108920 16928 39159 13513 16978 39270
"40" 624 115140 10933 35763 14148 19768 45461
"41" 640 119646 6587 30704 14343 22631 51968
"42" 656 122662 3826 24879 14088 25300 58395
"43" 672 124538 2084 18973 13048 27930 64587
"44" 688 125792 1122 13966 11254 30353 70219
"45" 704 126324 688 9627 9416 32328 74953
"46" 720 126735 445 6371 7563 33932 78869
"47" 736 126989 307 4023 5884 35204 81878
"48" 752 127140 225 2460 4252 36225 84203
"49" 768 127240 177 1463 2998 36905 85874
"50" 784 127314 146 860 2074 37383 86997
"51" 800 127341 130 521 1331 37708 87781
