"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 29 127483 19 7 1 2
"3" 32 39 127469 29 2 1 7
"4" 48 44 127465 31 4 1 8
"5" 64 56 127453 36 8 1 11
"6" 80 75 127433 47 9 5 14
"7" 96 92 127415 56 11 7 18
"8" 112 126 127383 84 10 8 24
"9" 128 148 127360 99 12 11 26
"10" 144 187 127318 116 23 13 35
"11" 160 242 127264 148 27 17 50
"12" 176 336 127168 222 33 22 59
"13" 192 425 127071 267 48 31 79
"14" 208 566 126928 348 67 49 102
"15" 224 718 126771 447 74 57 140
"16" 240 903 126582 564 92 74 173
"17" 256 1166 126315 727 117 94 228
"18" 272 1494 125978 904 177 124 289
"19" 288 1896 125556 1161 194 165 376
"20" 304 2412 125034 1472 249 216 475
"21" 320 3061 124374 1877 323 265 596
"22" 336 3944 123462 2438 420 326 760
"23" 352 5046 122343 3103 566 405 972
"24" 368 6430 120910 3964 693 521 1252
"25" 384 8186 119100 5027 886 660 1613
"26" 400 10358 116871 6308 1112 879 2059
"27" 416 13245 113949 8074 1427 1116 2628
"28" 432 16753 110342 10139 1769 1425 3420
"29" 448 21014 105948 12607 2277 1805 4325
"30" 464 26270 100615 15593 2887 2298 5492
"31" 480 32540 94219 18999 3634 2906 7001
"32" 496 39906 86621 22906 4503 3682 8815
"33" 512 48336 78067 27034 5469 4693 11140
"34" 528 57616 68640 31170 6626 5916 13904
"35" 544 67549 58482 34996 7988 7340 17225
"36" 560 78011 47936 38248 9430 9049 21284
"37" 576 88330 37558 40373 10926 11025 26006
"38" 592 97659 28118 41043 12212 13205 31199
"39" 608 106033 19883 40018 13204 15724 37087
"40" 624 112763 13211 36938 14127 18380 43318
"41" 640 117953 8169 32610 14399 21198 49746
"42" 656 121508 4852 27025 14096 23985 56402
"43" 672 123765 2805 21282 13060 26751 62672
"44" 688 125304 1536 15830 11838 29248 68388
"45" 704 126090 914 11102 10108 31460 73420
"46" 720 126544 579 7488 8246 33210 77600
"47" 736 126881 394 4682 6620 34631 80948
"48" 752 127090 272 2947 4821 35751 83571
"49" 768 127195 205 1776 3456 36560 85403
"50" 784 127266 171 1071 2406 37105 86684
"51" 800 127315 153 625 1657 37482 87551
