"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 29 127481 19 7 0 3
"3" 32 41 127469 30 7 0 4
"4" 48 52 127457 40 5 1 6
"5" 64 68 127442 47 9 2 10
"6" 80 98 127410 70 10 4 14
"7" 96 121 127388 86 8 6 21
"8" 112 145 127360 100 13 8 24
"9" 128 178 127327 119 20 11 28
"10" 144 229 127280 139 32 15 43
"11" 160 294 127210 176 39 23 56
"12" 176 386 127109 238 49 28 71
"13" 192 513 126985 326 58 37 92
"14" 208 684 126812 434 84 46 120
"15" 224 909 126580 589 96 71 153
"16" 240 1133 126350 714 124 89 206
"17" 256 1446 126024 917 144 111 274
"18" 272 1842 125620 1147 202 136 357
"19" 288 2378 125076 1488 265 182 443
"20" 304 3060 124374 1900 349 241 570
"21" 320 3858 123547 2371 414 328 745
"22" 336 4925 122439 2998 525 435 967
"23" 352 6368 120981 3894 708 548 1218
"24" 368 8070 119225 4958 880 689 1543
"25" 384 10260 116963 6290 1087 875 2008
"26" 400 12915 114263 7835 1385 1117 2578
"27" 416 16298 110809 9806 1733 1430 3329
"28" 432 20487 106455 12227 2224 1792 4244
"29" 448 25574 101302 15181 2730 2293 5370
"30" 464 31634 95056 18470 3480 2908 6776
"31" 480 38729 87848 22176 4337 3665 8551
"32" 496 47041 79374 26365 5297 4603 10776
"33" 512 56246 69994 30473 6472 5796 13505
"34" 528 66274 59865 34534 7778 7201 16761
"35" 544 76448 49444 37879 9136 8841 20592
"36" 560 86505 39413 40086 10570 10801 25048
"37" 576 96021 29865 40744 12019 13044 30214
"38" 592 104604 21301 39860 13191 15543 36010
"39" 608 111722 14273 37532 13750 18257 42183
"40" 624 117007 9067 33265 14057 21032 48653
"41" 640 120988 5328 27920 14265 23743 55060
"42" 656 123459 3076 22125 13465 26476 61393
"43" 672 125026 1701 16653 12151 29021 67201
"44" 688 126012 963 12049 10490 31230 72243
"45" 704 126525 585 8236 8601 33115 76573
"46" 720 126858 366 5351 6802 34555 80150
"47" 736 127079 262 3344 5149 35680 82906
"48" 752 127184 203 2002 3741 36548 84893
"49" 768 127265 160 1194 2579 37175 86317
"50" 784 127310 143 681 1789 37569 87271
"51" 800 127338 128 397 1145 37862 87934
