"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 25 127485 15 6 1 3
"3" 32 36 127474 25 4 2 5
"4" 48 43 127467 31 3 2 7
"5" 64 50 127460 34 3 2 11
"6" 80 57 127450 34 5 4 14
"7" 96 74 127434 42 5 7 20
"8" 112 95 127412 54 11 8 22
"9" 128 109 127400 62 3 14 30
"10" 144 114 127389 57 7 16 34
"11" 160 153 127350 76 15 19 43
"12" 176 206 127300 112 19 23 52
"13" 192 247 127257 132 29 27 59
"14" 208 297 127207 163 23 39 72
"15" 224 362 127139 206 24 45 87
"16" 240 431 127072 241 35 56 99
"17" 256 557 126940 312 62 67 116
"18" 272 714 126776 422 68 80 144
"19" 288 891 126594 527 93 95 176
"20" 304 1112 126368 661 116 116 219
"21" 320 1432 126043 854 150 143 285
"22" 336 1814 125651 1088 192 177 357
"23" 352 2297 125153 1379 249 221 448
"24" 368 2962 124467 1823 309 257 573
"25" 384 3689 123720 2239 390 333 727
"26" 400 4701 122691 2865 503 404 929
"27" 416 6071 121276 3700 656 511 1204
"28" 432 7623 119657 4617 828 652 1526
"29" 448 9757 117500 5942 1038 804 1973
"30" 464 12417 114812 7555 1328 1031 2503
"31" 480 15551 111549 9383 1630 1345 3193
"32" 496 19523 107454 11613 2127 1725 4058
"33" 512 24416 102483 14355 2723 2164 5174
"34" 528 30449 96315 17801 3368 2753 6527
"35" 544 37199 89410 21409 4059 3491 8240
"36" 560 45199 81219 25425 5112 4353 10309
"37" 576 54123 72055 29635 6182 5443 12863
"38" 592 63695 62425 33465 7488 6772 15970
"39" 608 73774 52192 36821 8906 8340 19707
"40" 624 84139 41766 39426 10398 10293 24022
"41" 640 94062 31787 40848 11593 12531 29090
"42" 656 102762 23032 40302 12902 14946 34612
"43" 672 110276 15654 38368 13624 17569 40715
"44" 688 116258 9780 34448 14309 20277 47224
"45" 704 120503 5782 29469 14178 23016 53840
"46" 720 123274 3221 23720 13524 25741 60289
"47" 736 124945 1804 17985 12399 28318 66243
"48" 752 125953 997 12923 10673 30674 71683
"49" 768 126470 601 8780 8878 32587 76225
"50" 784 126835 387 5781 7018 34125 79911
"51" 800 127062 264 3636 5373 35337 82716
