"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 25 127485 15 1 2 7
"3" 32 32 127475 21 1 3 7
"4" 48 36 127470 23 3 3 7
"5" 64 52 127457 34 6 3 9
"6" 80 65 127442 41 7 6 11
"7" 96 84 127426 53 13 7 11
"8" 112 111 127397 73 12 8 18
"9" 128 136 127373 89 14 10 23
"10" 144 163 127343 104 14 13 32
"11" 160 194 127306 113 24 19 38
"12" 176 261 127243 154 29 28 50
"13" 192 333 127166 193 41 34 65
"14" 208 423 127072 255 40 44 84
"15" 224 535 126960 320 56 54 105
"16" 240 731 126768 454 74 69 134
"17" 256 937 126544 586 90 85 176
"18" 272 1179 126292 731 114 109 225
"19" 288 1494 125970 906 163 142 283
"20" 304 1910 125553 1178 186 178 368
"21" 320 2442 125004 1511 247 227 457
"22" 336 3134 124303 1921 349 275 589
"23" 352 3997 123405 2447 405 368 777
"24" 368 5136 122242 3145 564 449 978
"25" 384 6582 120769 4024 740 558 1260
"26" 400 8355 118952 5115 905 703 1632
"27" 416 10649 116582 6528 1151 895 2075
"28" 432 13494 113635 8227 1430 1153 2684
"29" 448 17135 109920 10424 1837 1468 3406
"30" 464 21491 105475 12950 2393 1832 4316
"31" 480 26919 99926 16004 2937 2417 5561
"32" 496 33185 93506 19388 3661 3058 7078
"33" 512 40687 85823 23218 4555 3895 9019
"34" 528 49402 77007 27519 5629 4933 11321
"35" 544 58824 67326 31741 6771 6118 14194
"36" 560 68906 57090 35679 8079 7630 17518
"37" 576 79191 46706 38681 9491 9394 21625
"38" 592 89258 36568 40636 10954 11322 26346
"39" 608 98752 26997 41046 12357 13569 31780
"40" 624 107153 18694 39831 13456 16093 37773
"41" 640 113817 12163 36725 14280 18783 44029
"42" 656 118670 7432 32165 14403 21500 50602
"43" 672 122131 4266 26661 13963 24266 57241
"44" 688 124224 2413 20630 13184 26955 63455
"45" 704 125565 1299 15204 11717 29437 69207
"46" 720 126283 738 10558 10000 31554 74171
"47" 736 126708 444 7069 8122 33364 78153
"48" 752 126983 293 4545 6202 34813 81423
"49" 768 127164 202 2794 4607 35881 83882
"50" 784 127257 143 1689 3262 36683 85623
"51" 800 127313 123 978 2246 37200 86889
