"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 22 127486 12 7 0 3
"3" 8 39 127471 29 3 2 5
"4" 12 48 127461 33 5 3 7
"5" 16 57 127451 37 7 3 10
"6" 20 74 127432 47 9 5 13
"7" 24 100 127408 68 7 7 18
"8" 28 121 127386 79 13 7 22
"9" 32 153 127353 100 16 11 26
"10" 36 194 127309 121 21 13 39
"11" 40 260 127247 162 36 18 44
"12" 44 352 127149 230 42 22 58
"13" 48 476 127022 311 59 26 80
"14" 52 621 126869 411 63 35 112
"15" 56 808 126687 530 88 46 144
"16" 60 1046 126441 687 94 74 191
"17" 64 1318 126162 850 133 101 234
"18" 68 1689 125781 1067 186 125 311
"19" 72 2187 125262 1368 236 170 413
"20" 76 2811 124626 1762 289 227 533
"21" 80 3562 123848 2202 400 280 680
"22" 84 4542 122822 2801 501 378 862
"23" 88 5867 121490 3629 635 500 1103
"24" 92 7542 119794 4673 809 632 1428
"25" 96 9455 117820 5779 1009 806 1861
"26" 100 12125 115109 7394 1309 1033 2389
"27" 104 15209 111928 9227 1576 1314 3092
"28" 108 19028 108008 11407 2099 1666 3856
"29" 112 23852 103103 14186 2617 2140 4909
"30" 116 29597 97162 17386 3205 2692 6314
"31" 120 36203 90417 20906 3968 3401 7928
"32" 124 44035 82479 24753 5078 4288 9916
"33" 128 52840 73414 28839 6143 5353 12505
"34" 132 62603 63523 33019 7333 6648 15603
"35" 136 72749 53158 36619 8704 8210 19216
"36" 140 82828 43069 39162 10132 10043 23491
"37" 144 92684 33195 40600 11509 12198 28377
"38" 148 101587 24254 40346 12711 14609 33921
"39" 152 109574 16433 38879 13600 17131 39964
"40" 156 115516 10464 35167 14122 19811 46416
"41" 160 119887 6385 30196 14271 22698 52722
"42" 164 122825 3648 24434 13797 25466 59128
"43" 168 124641 2043 18770 12611 28116 65144
"44" 172 125747 1159 13656 11077 30426 70588
"45" 176 126413 698 9462 9243 32490 75218
"46" 180 126759 435 6143 7408 34107 79101
"47" 184 127011 285 3888 5650 35372 82101
"48" 188 127156 227 2339 4129 36287 84401
"49" 192 127243 183 1382 2838 36991 86032
"50" 196 127305 146 792 1985 37420 87108
"51" 200 127340 134 431 1294 37736 87879
