"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 17 127492 8 4 1 4
"3" 32 24 127486 13 2 2 7
"4" 48 29 127480 17 1 2 9
"5" 64 31 127478 18 1 3 9
"6" 80 37 127473 20 5 3 9
"7" 96 56 127452 38 6 3 9
"8" 112 66 127441 41 6 6 13
"9" 128 87 127421 53 11 8 15
"10" 144 115 127390 73 10 10 22
"11" 160 147 127358 93 14 13 27
"12" 176 188 127315 117 20 16 35
"13" 192 254 127250 163 24 19 48
"14" 208 332 127169 210 35 24 63
"15" 224 401 127098 251 44 35 71
"16" 240 508 126989 314 64 40 90
"17" 256 714 126774 459 80 57 118
"18" 272 900 126592 571 97 76 156
"19" 288 1142 126335 722 113 103 204
"20" 304 1446 126023 903 149 128 266
"21" 320 1862 125608 1156 210 159 337
"22" 336 2383 125073 1481 272 186 444
"23" 352 3068 124361 1914 351 234 569
"24" 368 4027 123394 2535 438 320 734
"25" 384 5159 122227 3255 538 414 952
"26" 400 6544 120797 4050 712 535 1247
"27" 416 8335 118958 5094 921 700 1620
"28" 432 10607 116631 6445 1169 909 2084
"29" 448 13409 113763 8123 1427 1176 2683
"30" 464 16921 110160 10206 1789 1511 3415
"31" 480 21231 105750 12651 2322 1906 4352
"32" 496 26455 100397 15651 2847 2386 5571
"33" 512 32483 94188 18849 3520 3002 7112
"34" 528 39802 86703 22674 4462 3814 8852
"35" 544 48179 78225 26770 5467 4767 11175
"36" 560 57335 68886 30862 6677 5888 13908
"37" 576 67377 58640 34810 7944 7305 17318
"38" 592 77316 48524 37813 9246 9001 21256
"39" 608 87624 38241 40009 10795 10993 25827
"40" 624 97048 28747 40734 12047 13217 31050
"41" 640 105450 20409 39637 13329 15742 36742
"42" 656 112628 13397 36970 14263 18399 42996
"43" 672 117947 8196 32817 14339 21189 49602
"44" 688 121664 4719 27633 13950 24007 56074
"45" 704 123942 2638 21580 13329 26646 62387
"46" 720 125353 1472 16252 11864 29092 68145
"47" 736 126181 826 11463 10182 31282 73254
"48" 752 126636 506 7657 8437 33107 77435
"49" 768 126914 323 4875 6638 34552 80849
"50" 784 127115 218 3017 4906 35628 83564
"51" 800 127243 167 1829 3502 36453 85459
