"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 29 127481 19 6 0 4
"3" 32 45 127464 36 3 0 6
"4" 48 54 127454 42 6 0 6
"5" 64 63 127444 44 6 2 11
"6" 80 74 127434 51 5 4 14
"7" 96 98 127410 61 14 6 17
"8" 112 126 127383 80 16 6 24
"9" 128 156 127349 100 20 9 27
"10" 144 208 127296 134 26 16 32
"11" 160 267 127237 182 22 25 38
"12" 176 343 127160 221 40 27 55
"13" 192 466 127031 310 52 34 70
"14" 208 575 126918 370 67 44 94
"15" 224 737 126755 461 89 56 131
"16" 240 948 126536 601 89 72 186
"17" 256 1208 126275 763 123 92 230
"18" 272 1535 125936 952 176 121 286
"19" 288 1946 125511 1217 200 158 371
"20" 304 2468 124969 1501 259 211 497
"21" 320 3124 124307 1903 317 263 641
"22" 336 4045 123369 2475 419 337 814
"23" 352 5149 122231 3158 529 430 1032
"24" 368 6519 120821 3997 697 529 1296
"25" 384 8255 119041 5025 857 686 1687
"26" 400 10438 116788 6361 1064 879 2134
"27" 416 13071 114107 7880 1373 1117 2701
"28" 432 16420 110634 9872 1729 1456 3363
"29" 448 20612 106429 12283 2219 1831 4279
"30" 464 25617 101273 15133 2800 2325 5359
"31" 480 31697 95042 18413 3519 2983 6782
"32" 496 38903 87688 22237 4349 3735 8582
"33" 512 47094 79323 26319 5351 4680 10744
"34" 528 56237 69996 30517 6507 5805 13408
"35" 544 66220 59870 34501 7809 7248 16662
"36" 560 76435 49494 37746 9220 8909 20560
"37" 576 86432 39466 39841 10615 10948 25028
"38" 592 95980 29846 40620 11950 13196 30214
"39" 608 104571 21291 39707 13208 15649 36007
"40" 624 111865 14070 37549 13915 18231 42170
"41" 640 117487 8616 33543 14190 21056 48698
"42" 656 121299 5057 28400 13901 23895 55103
"43" 672 123648 2892 22467 13276 26559 61346
"44" 688 125168 1602 16816 12124 29016 67212
"45" 704 126117 885 12029 10359 31280 72449
"46" 720 126579 542 8131 8580 33113 76755
"47" 736 126901 356 5206 6738 34669 80288
"48" 752 127087 240 3241 5120 35874 82852
"49" 768 127220 194 1964 3614 36769 84873
"50" 784 127280 158 1121 2576 37364 86219
"51" 800 127326 129 652 1681 37800 87193
