"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 25 127483 14 9 1 1
"3" 32 47 127463 36 4 3 4
"4" 48 58 127447 45 4 4 5
"5" 64 79 127431 60 4 6 9
"6" 80 102 127407 72 7 7 16
"7" 96 133 127375 90 13 11 19
"8" 112 167 127340 104 22 15 26
"9" 128 239 127262 160 26 18 35
"10" 144 293 127207 187 36 22 48
"11" 160 376 127126 234 33 29 80
"12" 176 492 127009 308 42 43 99
"13" 192 590 126907 357 62 51 120
"14" 208 770 126724 460 85 69 156
"15" 224 978 126503 584 108 86 200
"16" 240 1246 126219 754 126 106 260
"17" 256 1588 125873 982 147 136 323
"18" 272 2023 125420 1224 226 182 391
"19" 288 2596 124851 1595 266 220 515
"20" 304 3281 124146 2009 353 282 637
"21" 320 4195 123211 2574 444 346 831
"22" 336 5272 122089 3200 566 447 1059
"23" 352 6749 120577 4124 712 569 1344
"24" 368 8707 118570 5299 918 742 1748
"25" 384 10985 116236 6691 1159 947 2188
"26" 400 13919 113253 8442 1476 1195 2806
"27" 416 17498 109577 10556 1854 1522 3566
"28" 432 21848 105137 13120 2277 1919 4532
"29" 448 27154 99687 15958 2987 2459 5750
"30" 464 33637 93021 19553 3655 3102 7327
"31" 480 41133 85407 23518 4568 3896 9151
"32" 496 49549 76746 27605 5619 4870 11455
"33" 512 58978 67199 31599 7003 6081 14295
"34" 528 69178 56838 35515 8276 7594 17793
"35" 544 79487 46379 38501 9694 9317 21975
"36" 560 89551 36323 40362 11067 11343 26779
"37" 576 98950 26884 40812 12400 13587 32151
"38" 592 107099 18788 39370 13557 16169 38003
"39" 608 113767 12255 36462 14038 18847 44420
"40" 624 118647 7478 31973 14175 21560 50939
"41" 640 122097 4284 26495 14059 24238 57305
"42" 656 124149 2459 20661 13131 26952 63405
"43" 672 125449 1382 15188 11854 29356 69051
"44" 688 126191 819 10586 10070 31538 73997
"45" 704 126645 500 7037 8176 33301 78131
"46" 720 126949 331 4551 6304 34679 81415
"47" 736 127123 217 2835 4648 35734 83906
"48" 752 127233 174 1684 3332 36512 85705
"49" 768 127293 139 993 2319 37004 86977
"50" 784 127339 116 565 1535 37403 87836
"51" 800 127375 102 335 1014 37638 88388
